"","YEAR","COMMON_NAME","SPECIES_NAME","SPECIES_CODE","total_value"
"34871",2013,"Mottled grouper","Mycteroperca rubra","MKU",0
"34872",2013,"Mouse catshark","Galeus murinus","GAM",0
"34873",2013,"Mullets NEI","Mugilidae","MUL",129
"34874",2013,"Murex","Murex spp","MUE",21
"34875",2013,"Musky octopus","Eledone moschata","EDT",0
"34876",2013,"Musselcracker seabream","Sparodon durbanensis","SDE",0
"34877",2013,"Mytilus mussels NEI","Mytilus spp","MYV",548
"34878",2013,"Nassau grouper","Epinephelus striatus","GPN",0
"34879",2013,"Natantian decapods NEI","Natantia","DCP",6
"34880",2013,"Navaga(=Wachna cod)","Eleginus nawaga","COW",0
"34881",2013,"Needlefishes NEI","Tylosurus spp","NED",0
"34882",2013,"Needlefishes, etc. NEI","Belonidae","BEN",0
"34883",2013,"Neon flying squid","Ommastrephes bartramii","OFJ",68
"34884",2013,"Nilsson's pipefish","Syngnathus rostellatus","SFR",0
"34885",2013,"North Atlantic rockweed","Ascophyllum nodosum","ASN",0
"34886",2013,"North European kelp","Laminaria hyperborea","LAH",435
"34887",2013,"Northern cods NEI","Gadus spp","CDZ",0
"34888",2013,"Northern pike","Esox lucius","FPI",0
"34889",2013,"Northern quahog(=Hard clam)","Mercenaria mercenaria","CLH",0
"34890",2013,"Northern shortfin squid","Illex illecebrosus","SQI",6998
"34891",2013,"Northern wolffish","Anarhichas denticulatus","CAB",0
"34892",2013,"Norwegian egg cockle","Laevicardium crassum","LVC",33
"34893",2013,"Norwegian skate","Dipturus nidarosiensis","JAD",0
"34894",2013,"Ocean sunfish","Mola mola","MOX",0
"34895",2013,"Oceanic puffer","Lagocephalus lagocephalus","LGH",0
"34896",2013,"Oceanic whitetip shark","Carcharhinus longimanus","OCS",0
"34897",2013,"Octopuses NEI","Octopus spp","OCZ",42
"34898",2013,"Octopuses, etc. NEI","Octopodidae","OCT",257
"34899",2013,"Offshore rockfish","Pontinus kuhlii","POI",3
"34900",2013,"Oilfish","Ruvettus pretiosus","OIL",53
"34901",2013,"Olive green cockle","Cerastoderma glaucum","KTG",56
"34902",2013,"Ommastrephidae squids NEI","Ommastrephidae","OMZ",54
"34903",2013,"Opah","Lampris guttatus","LAG",0
"34904",2013,"Orangeback flying squid","Sthenoteuthis pteropus","OFE",0
"34905",2013,"Orangefin tetra","Bryconops affinis","BNA",0
"34906",2013,"Ornate wrasse","Thalassoma pavo","TMP",0
"34907",2013,"Pacific anchoveta","Cetengraulis mysticetus","VEP",0
"34908",2013,"Pacific chub mackerel","Scomber japonicus","MAS",0
"34909",2013,"Pacific lobsterette","Nephropsis occidentalis","NFO",0
"34910",2013,"Painted comber","Serranus scriba","SRK",2
"34911",2013,"Painted sweetlips","Diagramma pictum","DGP",0
"34912",2013,"Palaemon shrimps NEI","Palaemon spp","QPX",0
"34913",2013,"Palaemonid shrimps NEI","Palaemonidae","PAL",0
"34914",2013,"Palinurid spiny lobsters NEI","Palinurus spp","CRW",0
"34915",2013,"Pandalid shrimps NEI","Pandalidae","PDZ",17
"34916",2013,"Pandalus shrimps NEI","Pandalus spp","PAN",0
"34917",2013,"Pandoras NEI","Pagellus spp","PAX",8
"34918",2013,"Pargo breams NEI","Pagrus spp","SBP",36
"34919",2013,"Paromola","Paromola cuvieri","OLV",0
"34920",2013,"Parrot shrimp","Spirontocaris spinus","IRS",0
"34921",2013,"Parrotfish","Sparisoma cretense","PRR",0
"34922",2013,"Patagonian toothfish","Dissostichus eleginoides","TOP",0
"34923",2013,"Pelagic basslet","Howella brodiei","HWB",0
"34924",2013,"Pelagic fishes NEI","Actinopterygii","PEL",195
"34925",2013,"Pelagic percomorphs NEI","Perciformes","PPX",0
"34926",2013,"Pelagic stingray","Pteroplatytrygon violacea","PLS",0
"34927",2013,"Penaeid shrimps NEI","Penaeidae","PEZ",0
"34928",2013,"Penaeus shrimps NEI","Penaeus spp","PEN",160
"34929",2013,"Peppery furrow","Scrobicularia plana","OBN",87
"34930",2013,"Percoids NEI","Percoidei (Perciformes)","PRC",10305
"34931",2013,"Philippine catfish","Clarias batrachus","CBT",0
"34932",2013,"Picarel","Spicara smaris","SPC",1
"34933",2013,"Picarels NEI","Spicara spp","PIC",8
"34934",2013,"Pike-perch","Sander lucioperca","FPP",0
"34935",2013,"Pilotfish","Naucrates ductor","NAU",0
"34936",2013,"Pineconefish","Monocentris japonica","MMJ",0
"34937",2013,"Pink cusk-eel","Genypterus blacodes","CUS",0
"34938",2013,"Pink cuttlefish","Sepia orbignyana","IAR",35
"34939",2013,"Pink dentex","Dentex gibbosus","DEP",22
"34940",2013,"Pink geryon","Chaceon macphersoni","HNQ",0
"34941",2013,"Pink spiny lobster","Palinurus mauritanicus","PSL",1
"34942",2013,"Piper gurnard","Trigla lyra","GUN",30
"34943",2013,"Plain bonito","Orcynopsis unicolor","BOP",1
"34944",2013,"Plesionika shrimps NEI","Plesionika spp","XKX",0
"34945",2013,"Pod razor shell","Ensis ensis","EQE",367
"34946",2013,"Polar cod","Boreogadus saida","POC",0
"34947",2013,"Pompano","Trachinotus ovatus","POP",0
"34948",2013,"Pompanos NEI","Trachinotus spp","POX",1
"34949",2013,"Poor cod","Trisopterus minutus","POD",14
"34950",2013,"Porgies, seabreams NEI","Sparidae","SBX",62
"34951",2013,"Portuguese sole","Dagetichthys lusitanicus","YNU",3
"34952",2013,"Portunus swimcrabs NEI","Portunus spp","CRS",60
"34953",2013,"Pudgy cuskeel","Spectrunculus grandis","OSG",0
"34954",2013,"Puffers NEI","Tetraodontidae","PUX",0
"34955",2013,"Purple dye murex","Bolinus brandaris","BOY",21
"34956",2013,"Queen crab","Chionoecetes opilio","CRQ",0
"34957",2013,"Queen scallop","Aequipecten opercularis","QSC",196
"34958",2013,"Rabbit fish","Chimaera monstrosa","CMO",0
"34959",2013,"Rainbow trout","Oncorhynchus mykiss","TRR",0
"34960",2013,"Rainbow wrasse","Coris julis","COU",3
"34961",2013,"Raja rays NEI","Raja spp","SKA",284
"34962",2013,"Ratfishes NEI","Hydrolagus spp","HYD",0
"34963",2013,"Rays, stingrays, mantas NEI","Rajiformes","SRX",105
"34964",2013,"Razor clams, knife clams NEI","Solenidae","SOI",0
"34965",2013,"Red bandfish","Cepola macrophthalma","CBC",44
"34966",2013,"Red crab","Chaceon quinquedens","CRR",0
"34967",2013,"Red grouper","Epinephelus morio","GPR",0
"34968",2013,"Red hake","Urophycis chuss","HKR",0
"34969",2013,"Red mullet","Mullus barbatus","MUT",116
"34970",2013,"Red pandora","Pagellus bellottii","PAR",2
"34971",2013,"Red porgy","Pagrus pagrus","RPG",185
"34972",2013,"Red scorpionfish","Scorpaena scrofa","RSE",114
"34973",2013,"Red seaweeds","Rhodophyta","SWR",0
"34974",2013,"Red snapping shrimp","Alpheus glaber","FEL",0
"34975",2013,"Red swamp crawfish","Procambarus clarkii","RCW",0
"34976",2013,"Red-mouthed goby","Gobius cruentatus","GCR",0
"34977",2013,"Redbanded seabream","Pagrus auriga","REA",3
"34978",2013,"Redspotted shrimp","Penaeus brasiliensis","PNB",0
"34979",2013,"Remo flounder","Oncopterus darwinii","ONW",0
"34980",2013,"Requiem sharks NEI","Carcharhinidae","RSK",4
"34981",2013,"Reticulate moray","Muraena retifera","MMR",0
"34982",2013,"Rhinoceros leatherjacket","Pseudalutarius nasicornis","EDI",0
"34983",2013,"Ribboned nori","Porphyra linearis","OFN",9
"34984",2013,"Righteye flounders NEI","Pleuronectidae","PLZ",0
"34985",2013,"Ring-backed pipefish","Stipecampus cristatus","STK",0
"34986",2013,"River eels NEI","Anguilla spp","ELX",0
"34987",2013,"Roaches NEI","Rutilus spp","FRX",0
"34988",2013,"Rock cook","Centrolabrus exoletus","ENX",36
"34989",2013,"Rocklings NEI","Gaidropsarus spp","ROL",6
"34990",2013,"Rockpool prawn","Palaemon elegans","PNQ",0
"34991",2013,"Roudi escolar","Promethichthys prometheus","PRP",0
"34992",2013,"Rough limpet","Patella ulyssiponensis","LQY",3
"34993",2013,"Rough pomfret","Taractes asper","TAS",0
"34994",2013,"Rough ray","Raja radula","JAR",0
"34995",2013,"Roughtail stingray","Bathytoshia centroura","RDC",0
"34996",2013,"Round ray","Rajella fyllae","RJY",0
"34997",2013,"Round sardinella","Sardinella aurita","SAA",0
"34998",2013,"Royal cucumber","Parastichopus regalis","JCR",0
"34999",2013,"Royal spiny lobster","Panulirus regius","LOY",0
"35000",2013,"Rubberlip grunt","Plectorhinchus mediterraneus","GBR",198
"35001",2013,"Rudderfish","Centrolophus niger","CEO",0
"35002",2013,"Ruffs, barrelfishes NEI","Centrolophidae","CEN",0
"35003",2013,"Rugose bonnet","Galeodea rugosa","KDH",0
"35004",2013,"Saburon helmet","Semicassis saburon","FMS",0
"35005",2013,"Saddled seabream","Oblada melanurus","SBS",274
"35006",2013,"Sailfin flyingfish","Parexocoetus brachypterus","PXB",0
"35007",2013,"Sailray","Rajella lintea","RJK",0
"35008",2013,"Salema","Sarpa salpa","SLM",523
"35009",2013,"Salmonoids NEI","Salmoniformes (=Salmonoidei)","SLX",3
"35010",2013,"Salps","Salpidae","SPX",0
"35011",2013,"Sand crab","Ovalipes punctatus","OVP",0
"35012",2013,"Sand gaper","Mya arenaria","CLS",0
"35013",2013,"Sand smelt","Atherina presbyter","ATP",3
"35014",2013,"Sand sole","Pegusa lascaris","SOS",350
"35015",2013,"Sand steenbras","Lithognathus mormyrus","SSB",208
"35016",2013,"Sand tiger shark","Carcharias taurus","CCT",0
"35017",2013,"Sand violet","Microcosmus vulgaris","SSG",0
"35018",2013,"Sandbar shark","Carcharhinus plumbeus","CCP",0
"35019",2013,"Sardinellas NEI","Sardinella spp","SIX",7
"35020",2013,"Sardinia coral","Corallium rubrum","COL",1
"35021",2013,"Sargo breams NEI","Diplodus spp","SRG",52
"35022",2013,"Sauries NEI","Scomberesocidae","SAX",37
"35023",2013,"Scads NEI","Decapterus spp","SDX",0
"35024",2013,"Scale-rayed wrasse","Acantholabrus palloni","AKL",0
"35025",2013,"Scalloped bonnethead","Sphyrna corona","SSN",0
"35026",2013,"Scalloped hammerhead","Sphyrna lewini","SPL",0
"35027",2013,"Scallops NEI","Pectinidae","SCX",0
"35028",2013,"Scarlet lobsterette","Nephropsis atlantica","NFT",0
"35029",2013,"Scarlet shrimp","Aristaeopsis edwardsiana","SSH",35
"35030",2013,"Scomber mackerels NEI","Scomber spp","MAZ",905
"35031",2013,"Scorpionfishes, gurnards NEI","Scorpaenoidei (Perciformes)","XSX",0
"35032",2013,"Scorpionfishes, redfishes NEI","Scorpaenidae","SCO",55
"35033",2013,"Scorpionfishes, rockfishes NEI","Scorpaena spp","SCS",102
"35034",2013,"Scotsman seabream","Polysteganus praeorbitalis","SCM",0
"35035",2013,"Sculpins","Myoxocephalus spp","SCU",0
"35036",2013,"Scup","Stenotomus chrysops","SCP",0
"35037",2013,"Sea cactus","Halimeda tuna","HMW",0
"35038",2013,"Sea catfishes NEI","Ariidae","CAX",0
"35039",2013,"Sea chubs NEI","Kyphosidae","KYX",0
"35040",2013,"Sea cucumbers NEI","Holothuroidea","CUX",0
"35041",2013,"Sea lamprey","Petromyzon marinus","LAU",60
"35042",2013,"Sea lettuces NEI","Ulva spp","UYH",0
"35043",2013,"Sea mussels NEI","Mytilidae","MSX",0
"35044",2013,"Sea thong","Himanthalia elongata","HLZ",3
"35045",2013,"Sea urchins, etc. NEI","Echinoidea","URX",38
"35046",2013,"Seabasses NEI","Dicentrarchus spp","BSE",6
"35047",2013,"Seaweeds NEI","Algae","SWX",783
"35048",2013,"Seerfishes NEI","Scomberomorus spp","KGX",13
"35049",2013,"Senegal seabream","Diplodus bellottii","DHQ",0
"35050",2013,"Senegalese hake","Merluccius senegalensis","HKM",0
"35051",2013,"Senegalese sole","Solea senegalensis","OAL",55
"35052",2013,"Shads NEI","Alosa spp","SHZ",0
"35053",2013,"Shallow-water Cape hake","Merluccius capensis","HKK",0
"35054",2013,"Shamefaced crab","Calappa granulata","KPG",0
"35055",2013,"Shark sucker","Remora remora","REO",0
"35056",2013,"Sharks, rays, skates, etc. NEI","Elasmobranchii","SKX",0
"35057",2013,"Sharktooth moray","Gymnothorax maderensis","AGD",0
"35058",2013,"Sharpnose sevengill shark","Heptranchias perlo","HXT",0
"35059",2013,"Sharpsnout seabream","Diplodus puntazzo","SHR",13
"35060",2013,"Sheepshead","Archosargus probatocephalus","SPH",0
"35061",2013,"Shi drum","Umbrina cirrosa","COB",19
"35062",2013,"Shore rockling","Gaidropsarus mediterraneus","GGD",7
"35063",2013,"Shortfin mako","Isurus oxyrinchus","SMA",258
"35064",2013,"Shortfin squids NEI","Illex spp","ILL",290
"35065",2013,"Shorthead redhorse","Moxostoma macrolepidotum","MOM",0
"35066",2013,"Silky shark","Carcharhinus falciformis","FAL",0
"35067",2013,"Silver hake","Merluccius bilinearis","HKS",0
"35068",2013,"Silver pomfret","Pampus argenteus","SIP",0
"35069",2013,"Silver scabbardfish","Lepidopus caudatus","SFS",280
"35070",2013,"Silversides(=Sand smelts) NEI","Atherinidae","SIL",193
"35071",2013,"Silvery John dory","Zenopsis conchifer","JOS",64
"35072",2013,"Silvery pout","Gadiculus argenteus","GDG",0
"35073",2013,"Skipjack tuna","Katsuwonus pelamis","SKJ",174
"35074",2013,"Slender river prawn","Macrobrachium idella","HDK",0
"35075",2013,"Slender rockfish","Scorpaena elongata","EZS",0
"35076",2013,"Slender scalyhead","Pseudotrematomus lepidorhinus","TRD",0
"35077",2013,"Slimeheads NEI","Trachichthyidae","TRC",0
"35078",2013,"Slipper lobsters NEI","Scyllaridae","LOS",0
"35079",2013,"Small red scorpionfish","Scorpaena notata","SNQ",15
"35080",2013,"Small sandeel","Ammodytes tobianus","ABZ",0
"35081",2013,"Smalltoothed argentine","Glossanodon leioglossus","GLI",0
"35082",2013,"Smooth callista","Callista chione","KLK",219
"35083",2013,"Smooth hammerhead","Sphyrna zygaena","SPZ",0
"35084",2013,"Smooth lanternshark","Etmopterus pusillus","ETP",0
"35085",2013,"Smooth sandeel","Gymnammodytes semisquamatus","ZGS",0
"35086",2013,"Smooth skate","Malacoraja senta","RJS",0
"35087",2013,"Smooth-hound","Mustelus mustelus","SMD",43
"35088",2013,"Smoothback angelshark","Squatina oculata","SUT",0
"35089",2013,"Snaggletooth","Borostomias antarcticus","BRT",0
"35090",2013,"Snake blenny","Ophidion barbatum","OOA",0
"35091",2013,"Snake mackerels, escolars NEI","Gempylidae","GEP",12
"35092",2013,"Snakelocks anemone","Anemonia sulcata","NOW",2
"35093",2013,"Snappers NEI","Lutjanus spp","SNA",0
"35094",2013,"Snoek","Leionura atun","SNK",0
"35095",2013,"Sockeye(=Red) salmon","Oncorhynchus nerka","SOC",0
"35096",2013,"Soft skate","Malacoraja spinacidermis","RJP",0
"35097",2013,"Softhead grenadier","Malacocephalus laevis","MLL",0
"35098",2013,"Solen razor clams NEI","Solen spp","RAZ",2
"35099",2013,"Solenette","Buglossidium luteum","GSM",0
"35100",2013,"Soles NEI","Soleidae","SOX",31
"35101",2013,"Solid surf clam","Spisula solida","ULO",742
"35102",2013,"Sompat grunt","Pomadasys jubelini","BUR",4
"35103",2013,"South American silver croaker","Plagioscion squamosissimus","LGQ",0
"35104",2013,"Southern blue whiting","Micromesistius australis","POS",1
"35105",2013,"Southern hake","Merluccius australis","HKN",0
"35106",2013,"Southern pink shrimp","Penaeus notialis","SOP",0
"35107",2013,"Southern spiny lobster","Palinurus gilchristi","SLS",0
"35108",2013,"Spanish hogfish","Bodianus rufus","BDR",0
"35109",2013,"Spanish ling","Molva macrophthalma","SLI",0
"35110",2013,"Speckled shrimp","Metapenaeus monoceros","MPN",0
"35111",2013,"Spined pygmy shark","Squaliolus laticaudus","QUL",0
"35112",2013,"Spinous spider crab","Maja squinado","SCR",1520
"35113",2013,"Spiny butterfly ray","Gymnura altavela","RGL",11
"35114",2013,"Spiny gurnard","Lepidotrigla dieuzeidei","LEP",0
"35115",2013,"Spiny lobsters NEI","Palinuridae","VLO",2
"35116",2013,"Spiny slipper shell","Bostrycapulus aculeatus","KDU",0
"35117",2013,"Spiny turbot","Psettodes bennettii","PSB",0
"35118",2013,"Splendid alfonsino","Beryx splendens","BYS",15
"35119",2013,"Sponges","Spongiidae","SPO",0
"35120",2013,"Spottail mantis squillid","Squilla mantis","MTS",440
"35121",2013,"Spottail spiny turbot","Psettodes belcheri","SOT",0
"35122",2013,"Spotted flounder","Citharus linguatula","CIL",184
"35123",2013,"Spotted seabass","Dicentrarchus punctatus","SPU",174
"35124",2013,"Spotted wolffish","Anarhichas minor","CAS",0
"35125",2013,"Squeteague(=Gray weakfish)","Cynoscion regalis","STG",1
"35126",2013,"Squillids NEI","Squillidae","SQY",24
"35127",2013,"Stargazer","Uranoscopus scaber","UUC",0
"35128",2013,"Stargazers","Uranoscopus spp","URA",8
"35129",2013,"Starry smooth-hound","Mustelus asterias","SDS",38
"35130",2013,"Steenbrasses NEI","Lithognathus spp","STW",0
"35131",2013,"Sticklebacks","Gasterosteus spp","SKB",0
"35132",2013,"Stingrays NEI","Dasyatis spp","STI",0
"35133",2013,"Stingrays, butterfly rays NEI","Dasyatidae","STT",0
"35134",2013,"Stone king crab","Lithodes maja","KCT",0
"35135",2013,"Stony sea urchin","Paracentrotus lividus","URM",569
"35136",2013,"Stout beardfish","Polymixia nobilis","PXV",0
"35137",2013,"Stout bobtail squid","Rossia macrosoma","ROA",0
"35138",2013,"Straightnose rabbitfish","Rhinochimaera atlantica","RCT",0
"35139",2013,"Streaked gurnard","Chelidonichthys lastoviza","CTZ",23
"35140",2013,"Striped bass","Morone saxatilis","STB",0
"35141",2013,"Striped bass, hybrid","Morone chrysops x M. saxatilis","SBH",0
"35142",2013,"Striped marlin","Kajikia audax","MLS",0
"35143",2013,"Striped red shrimp","Aristeus varidens","ARV",1
"35144",2013,"Striped seasnail","Liparis liparis","LIL",0
"35145",2013,"Striped soldier shrimp","Plesionika edwardsii","LKW",0
"35146",2013,"Striped venus","Chamelea gallina","SVE",4121
"35147",2013,"Sturgeon","Acipenser sturio","APU",5
"35148",2013,"Sturgeons NEI","Acipenseridae","STU",0
"35149",2013,"Sunfish","Mola spp","MOP",0
"35150",2013,"Surf clams NEI","Spisula spp","SSD",0
"35151",2013,"Surmullets(=Red mullets) NEI","Mullus spp","MUX",268
"35152",2013,"Swallowtail seaperch","Anthias anthias","AHN",0
"35153",2013,"Swimming crabs, etc. NEI","Portunidae","SWM",22
"35154",2013,"Sword razor shell","Ensis siliqua","EQI",74
"35155",2013,"Swordfish","Xiphias gladius","SWO",656
"35156",2013,"Symphodus wrasses NEI","Symphodus spp","YFX",0
"35157",2013,"Tadpole codling","Salilota australis","SAO",0
"35158",2013,"Tadpole fish","Raniceps raninus","RCR",0
"35159",2013,"Tangle","Laminaria digitata","LQD",3302
"35160",2013,"Tapertail","Radiicephalus elongatus","LRE",0
"35161",2013,"Tellins NEI","Tellina spp","TWL",0
"35162",2013,"Tench","Tinca tinca","FTE",0
"35163",2013,"Thickback sole","Microchirus variegatus","MKG",181
"35164",2013,"Thickback soles NEI","Microchirus spp","THS",142
"35165",2013,"Thickened nassa","Tritia incrassata","III",0
"35166",2013,"Thicklip grey mullet","Chelon labrosus","MLR",628
"35167",2013,"Thinlip grey mullet","Chelon ramada","MGC",1263
"35168",2013,"Thor's scaldfish","Arnoglossus thori","RNH",11
"35169",2013,"Threadfins, tasselfishes NEI","Polynemidae","THF",0
"35170",2013,"Threadtail anthias","Tosana niwae","TSI",0
"35171",2013,"Three-bearded rockling","Gaidropsarus vulgaris","GGU",0
"35172",2013,"Thresher","Alopias vulpinus","ALV",23
"35173",2013,"Tiger shark","Galeocerdo cuvier","TIG",0
"35174",2013,"Toadfishes NEI","Batrachoides spp","TDF",0
"35175",2013,"Tonguefishes","Cynoglossidae","TOX",0
"35176",2013,"Tonguesole NEI","Cynoglossus spp","YOX",0
"35177",2013,"Toothed rock crab","Cancer bellianus","KCB",0
"35178",2013,"Topknot","Zeugopterus punctatus","ZGP",0
"35179",2013,"Torpedo rays","Torpedo spp","TOE",46
"35180",2013,"Transparent goby","Aphia minuta","FIM",0
"35181",2013,"Triggerfishes, durgons NEI","Balistidae","TRI",12
"35182",2013,"Trisopterus NEI","Trisopterus spp","XOD",0
"35183",2013,"Trouts NEI","Salmo spp","TRO",0
"35184",2013,"True lobsters,lobsterettes NEI","Nephropidae","NEX",0
"35185",2013,"True tunas NEI","Thunnus spp","TUS",0
"35186",2013,"Truncate donax","Donax trunculus","DXL",54
"35187",2013,"Tub gurnard","Chelidonichthys lucerna","GUU",205
"35188",2013,"Tuberculate abalone","Haliotis tuberculata","HLT",1
"35189",2013,"Tuna-like fishes NEI","Scombroidei (Scombriformes)","TUX",0
"35190",2013,"Tunas NEI","Thunnini","TUN",42
"35191",2013,"Turbots NEI","Scophthalmidae","SCF",0
"35192",2013,"Twaite shad","Alosa fallax","TSD",224
"35193",2013,"Two-row rock shell","Stramonita haemastoma","HQM",0
"35194",2013,"Two-spotted clingfish","Diplecogaster bimaculata","GDB",0
"35195",2013,"Two-spotted goby","Pomatoschistus flavescens","GBF",0
"35196",2013,"Twospot largescale flounder","Paracitharus macrolepis","ITO",0
"35197",2013,"Undulate venus","Paratapes undulatus","PAU",0
"35198",2013,"Unicorn leatherjacket filefish","Aluterus monoceros","ALM",0
"35199",2013,"Vadigo","Campogramma glaycos","VAD",0
"35200",2013,"Variegated scallop","Mimachlamys varia","VSC",145
"35201",2013,"Various sharks NEI","Selachii or Selachimorpha (Pleurotremata)","SKH",13
"35202",2013,"Various squids NEI","Loliginidae, Ommastrephidae","SQU",45
"35203",2013,"Veined squid","Loligo forbesii","SQF",0
"35204",2013,"Velvet belly","Etmopterus spinax","ETX",0
"35205",2013,"Velvet helcion","Patella pellucida","HNY",0
"35206",2013,"Velvet swimcrab","Necora puber","LIO",180
"35207",2013,"Venus clams NEI","Veneridae","CLV",1431
"35208",2013,"Wahoo","Acanthocybium solandri","WAH",0
"35209",2013,"Wakame","Undaria pinnatifida","UDP",61
"35210",2013,"Warty crab","Eriphia verrucosa","EIK",0
"35211",2013,"Warty venus","Venus verrucosa","VEV",114
"35212",2013,"Webbed flying squid","Ommastrephes caroli","OFC",0
"35213",2013,"Wedge sole","Dicologlossa cuneata","CET",992
"35214",2013,"Weeverfishes NEI","Trachinidae","TRA",91
"35215",2013,"Weevers NEI","Trachinus spp","WEX",18
"35216",2013,"Wels(=Som) catfish","Silurus glanis","SOM",0
"35217",2013,"West African croakers NEI","Pseudotolithus spp","CKW",0
"35218",2013,"West African goatfish","Pseudupeneus prayensis","GOA",3
"35219",2013,"West African ilisha","Ilisha africana","ILI",0
"35220",2013,"West African pygmy herring","Sierrathrissa leonensis","SRL",0
"35221",2013,"Western softhead grenadier","Malacocephalus occidentalis","MLO",0
"35222",2013,"Whalehead dreamer","Lophodolos acanthognathus","LHA",0
"35223",2013,"Whelk","Buccinum undatum","WHE",60
"35224",2013,"Whiskered sole","Monochirus hispidus","MHH",0
"35225",2013,"White glass shrimp","Pasiphaea sivado","FAV",0
"35226",2013,"White grouper","Epinephelus aeneus","GPW",2
"35227",2013,"White hake","Urophycis tenuis","HKW",7
"35228",2013,"White perch","Morone americana","PEW",0
"35229",2013,"White sardinella","Sardinella albella","SDB",0
"35230",2013,"White seabream","Diplodus sargus","SWA",1163
"35231",2013,"White trevally","Pseudocaranx dentex","TRZ",0
"35232",2013,"Whitemouth croaker","Micropogonias furnieri","CKM",0
"35233",2013,"Whitenose shark","Nasolamia velox","CNX",0
"35234",2013,"Whitetip reef shark","Triaenodon obesus","TRB",0
"35235",2013,"Wide-eyed flounder","Bothus podas","OUB",0
"35236",2013,"Winter flounder","Pseudopleuronectes americanus","FLW",0
"35237",2013,"Wolffishes(=Catfishes) NEI","Anarhichas spp","CAT",0
"35238",2013,"Wrasses, hogfishes, etc. NEI","Labridae","WRA",56
"35239",2013,"Wreckfish","Polyprion americanus","WRF",149
"35240",2013,"Yellowfin tuna","Thunnus albacares","YFT",29
"35241",2013,"Yellowmouth barracuda","Sphyraena viridensis","BVV",0
"35242",2013,"Yellowtail amberjack","Seriola lalandi","YTC",0
"35243",2013,"Yellowtail flounder","Myzopsetta ferruginea","YEL",0
"35244",2013,"Zebra danio","Danio rerio","DAI",0
"35245",2013,"Zebra seabream","Diplodus cervinus","SBZ",18
"35246",2013,"Zebra turkeyfish","Dendrochirus zebra","DDZ",0
"35247",2013,"anglerfish","Lophius spp","MNZ",5703
"35248",2013,NA,"Anthothela grandiflora","WAG",0
"35249",2013,NA,"Astatoreochromis alluaudi","RCJ",0
"35250",2013,NA,"Barbodes palata","SIT",0
"35251",2013,NA,"Bathyonus laticeps","OBP",0
"35252",2013,NA,"Belone spp","BES",0
"35253",2013,NA,"Belonepterygion fasciolatum","BEF",0
"35254",2013,NA,"Bihunichthys monopteroides","BIU",0
"35255",2013,NA,"Bodianus spp","BDY",0
"35256",2013,NA,"Brachypterois serrulata","BER",0
"35257",2013,NA,"Brama spp","BRA",0
"35258",2013,NA,"Bythites islandicus","BII",0
"35259",2013,NA,"Cataetyx laticeps","TVY",0
"35260",2013,NA,"Cetonurus globiceps","CKP",0
"35261",2013,NA,"Codium adhaerens","KIA",0
"35262",2013,NA,"Cotylopus acutipinnis","OUU",0
"35263",2013,NA,"Diaphus effulgens","DPE",0
"35264",2013,NA,"Dibranchus atlanticus","DBA",0
"35265",2013,NA,"Diopatra neapolitana","DIN",7
"35266",2013,NA,"Dipturus macrocauda","JRC",0
"35267",2013,NA,"Ditropichthys storeri","DYS",0
"35268",2013,NA,"Eirmotus octozona","EIO",0
"35269",2013,NA,"Eustomias obscurus","EUQ",0
"35270",2013,NA,"Euthynnus spp","EHZ",0
"35271",2013,NA,"Garo khajuriai","PKJ",0
"35272",2013,NA,"Gobitrichinotus radiocularis","GOD",0
"35273",2013,NA,"Homostolus acer","OHR",0
"35274",2013,NA,"Iophon piceum","WJP",0
"35275",2013,NA,"Labeo sindensis","LOD",0
"35276",2013,NA,"Lefua echigonia","LEH",0
"35277",2013,NA,"Lestidiops affinis","LDA",0
"35278",2013,NA,"Liocranchia reinhardtii","ICR",0
"35279",2013,NA,"Luciobarbus bocagei","LWD",0
"35280",2013,NA,"Marphysa sanguinea","MFZ",0
"35281",2013,NA,"Melamphaes microps","MWM",0
"35282",2013,NA,"Melanostomias tentaculatus","MNE",0
"35283",2013,NA,"Mugil spp","MGS",416
"35284",2013,NA,"Muraena spp","MDZ",0
"35285",2013,NA,"Pachypops trifilis","YPT",0
"35286",2013,NA,"Pinirampus argentina","MGG",0
"35287",2013,NA,"Poecilia araguaiensis","PFU",0
"35288",2013,NA,"Polycheles typhlops","JLB",0
"35289",2013,NA,"Polymetme corythaeola","OLC",0
"35290",2013,NA,"Pomadasys spp","BGX",0
"35291",2013,NA,"Potamotrygon constellata","PPT",0
"35292",2013,NA,"Rajella kukujevi","RJV",0
"35293",2013,NA,"Rhinoraja longicauda","RHJ",0
"35294",2013,NA,"Rhodichthys regina","RIR",0
"35295",2013,NA,"Scoletoma impatiens","UBI",0
"35296",2013,NA,"Scopelogadus beanii","SBN",0
"35297",2013,NA,"Scyphozoa","SZY",0
"35298",2013,NA,"Sikukia gudgeri","SKG",0
"35299",2013,NA,"Solea spp","SOO",85
"35300",2013,NA,"Taractes rubescens","TCR",0
"35301",2013,NA,"Tridens melanops","TDE",0
"35302",2013,NA,"Vertebrata lanosa","VLA",0
"35303",2013,NA,"Zanobatus schoenleinii","RZS",0
"35304",2013,NA,NA,NA,1529
"35305",2014,"Abalones NEI","Haliotis spp","ABX",0
